train_no,train_type,current_station,next_station,distance_remaining_km,current_speed_kmph,current_delay_min,historical_avg_delay_min,congestion_score,weather,hour,day_of_week,actual_remaining_time_min
12723,Express,Gudur,Chennai,205.6,70.7,41.7,0.6,0.572,Rain,8,3,222.8
12259,Duronto,Dhanbad,Gaya,173.7,62.6,15.9,11.9,0.083,Rain,3,6,157.5
12259,Duronto,Sealdah,Asansol,142.2,64.4,10.4,4.6,0.114,Clear,0,1,156.3
12627,Express,Gudur,Nellore,86.2,76.2,8.9,14.2,0.13,Clear,1,4,75.8
12860,Express,Kalaburagi,Wadi,88.7,62.9,2.6,0.0,0.184,Clear,8,3,81.1
12259,Duronto,Sealdah,Asansol,183.1,68.5,17.4,11.9,0.369,Clear,0,6,164.3
12627,Express,Warangal,Secunderabad,188.2,55.4,15.1,13.8,0.299,Clear,10,4,200.7
12951,Rajdhani,Mumbai,Surat,207.0,65.8,4.3,7.6,0.482,Clear,23,1,196.5
12860,Express,Mumbai,Pune,162.9,56.3,14.7,10.9,0.147,Clear,23,0,213.7
12860,Express,Wadi,Secunderabad,168.4,64.7,19.3,6.8,0.548,Clear,9,2,181.3
12951,Rajdhani,Surat,Vadodara,139.8,72.8,33.5,20.3,0.043,Clear,3,4,136.9
12860,Express,Pune,Solapur,222.1,68.7,5.4,0.0,0.82,Clear,2,4,197.6
12723,Express,Vijayawada,Gudur,237.7,68.5,4.6,10.2,0.064,Clear,5,3,184.3
12301,Rajdhani,Prayagraj,DDU,167.4,73.3,14.6,11.5,0.396,Rain,5,2,176.1
12301,Rajdhani,New Delhi,Kanpur,142.4,63.8,16.3,1.3,0.67,Rain,23,1,185.3
12860,Express,Pune,Solapur,168.7,59.1,17.6,8.3,0.494,Clear,3,2,207.3
12627,Express,Gudur,Nellore,63.9,58.3,14.8,0.0,0.345,Rain,2,5,78.2
12723,Express,Vijayawada,Gudur,197.2,55.7,16.4,9.8,0.228,Clear,5,2,227.5
12259,Duronto,Gaya,DDU,133.4,52.5,11.7,11.5,0.639,Rain,6,6,205.2
12259,Duronto,Asansol,Dhanbad,101.0,60.0,18.1,0.0,0.508,Clear,2,2,118.4
12860,Express,Solapur,Kalaburagi,170.5,61.9,26.7,26.6,0.243,Clear,5,1,176.7
12951,Rajdhani,Kota,New Delhi,206.7,65.7,25.4,0.0,0.279,Clear,10,5,214.6
12627,Express,Chennai,Gudur,180.3,73.7,1.3,16.0,0.099,Clear,0,0,148.1
12301,Rajdhani,Kanpur,Prayagraj,188.0,66.8,4.6,10.7,0.529,Clear,2,1,177.3
12951,Rajdhani,Mumbai,Surat,228.3,68.9,21.8,8.5,0.497,Clear,23,0,196.0
12301,Rajdhani,New Delhi,Kanpur,155.1,64.8,12.5,22.2,0.25,Clear,23,6,162.1
12723,Express,Vijayawada,Gudur,201.0,68.8,12.4,19.1,0.567,Clear,5,2,220.5
12627,Express,Vijayawada,Warangal,177.4,59.3,12.9,0.0,0.367,Clear,5,0,196.7
12259,Duronto,Asansol,Dhanbad,124.1,84.2,7.4,10.4,0.397,Fog,2,5,116.2
12301,Rajdhani,New Delhi,Kanpur,174.3,76.0,19.4,0.7,0.114,Clear,23,3,154.6
12627,Express,Chennai,Gudur,129.2,55.4,10.8,2.0,0.092,Rain,23,1,152.4
12301,Rajdhani,Prayagraj,DDU,163.8,57.9,-2.5,23.4,0.515,Rain,5,2,188.2
12860,Express,Solapur,Kalaburagi,179.0,66.4,13.1,23.5,0.376,Fog,6,1,174.1
12951,Rajdhani,Surat,Vadodara,125.0,65.8,15.3,8.9,0.31,Fog,3,5,137.5
12627,Express,Vijayawada,Warangal,174.1,61.4,7.7,6.5,0.352,Clear,6,2,188.3
12627,Express,Chennai,Gudur,190.5,69.7,-5.0,14.1,0.227,Rain,0,0,150.3
12860,Express,Solapur,Kalaburagi,163.0,74.6,24.4,6.7,0.33,Rain,6,4,172.9
12627,Express,Gudur,Nellore,59.0,58.6,4.0,0.0,0.334,Fog,2,5,82.1
12627,Express,Warangal,Secunderabad,160.9,50.5,33.0,11.5,0.143,Clear,9,1,208.6
12301,Rajdhani,Prayagraj,DDU,248.5,84.3,34.4,14.9,0.434,Clear,4,3,193.5
12259,Duronto,Asansol,Dhanbad,118.6,70.1,3.1,4.8,0.186,Fog,1,3,110.4
12259,Duronto,Sealdah,Asansol,203.8,72.9,20.9,19.2,0.336,Clear,23,6,167.7
12860,Express,Solapur,Kalaburagi,164.9,65.0,-5.0,13.5,0.192,Rain,5,6,166.7
12951,Rajdhani,Mumbai,Surat,215.0,74.1,-5.0,0.8,0.44,Clear,0,6,189.3
12259,Duronto,Gaya,DDU,216.9,77.2,2.3,15.5,0.447,Rain,5,4,180.2
12860,Express,Wadi,Secunderabad,161.6,62.6,31.0,8.3,0.376,Heavy Rain,10,1,188.8
12301,Rajdhani,Kanpur,Prayagraj,186.3,80.3,-3.6,17.8,0.565,Clear,3,4,170.3
12951,Rajdhani,Vadodara,Ratlam,225.9,73.6,6.1,6.4,0.22,Clear,4,0,176.0
12860,Express,Wadi,Secunderabad,217.3,74.2,9.6,10.0,0.125,Clear,9,2,174.7
12860,Express,Solapur,Kalaburagi,164.3,66.1,26.7,11.4,0.092,Rain,5,4,167.3
12259,Duronto,Asansol,Dhanbad,85.9,60.7,9.1,16.0,0.088,Fog,2,1,115.9
12723,Express,Hyderabad,Kazipet,130.7,57.7,12.5,19.1,0.222,Rain,22,5,154.2
12301,Rajdhani,Kanpur,Prayagraj,172.3,59.7,29.2,5.2,0.117,Rain,2,0,185.6
12723,Express,Kazipet,Warangal,40.0,55.7,5.5,4.1,0.337,Rain,1,1,60.9
12301,Rajdhani,DDU,Gaya,178.9,77.8,15.3,8.3,0.177,Clear,6,4,151.3
12860,Express,Kalaburagi,Wadi,93.1,62.0,12.4,5.6,0.524,Rain,8,5,94.9
12627,Express,Vijayawada,Warangal,145.6,54.6,30.5,0.0,0.54,Fog,5,0,213.7
12723,Express,Gudur,Chennai,211.8,66.1,24.9,0.8,0.171,Heavy Rain,8,0,213.4
12723,Express,Vijayawada,Gudur,145.1,47.9,13.6,11.0,0.43,Clear,6,2,214.4
12723,Express,Vijayawada,Gudur,224.4,63.7,-3.1,24.3,0.604,Rain,6,3,214.9
12627,Express,Gudur,Nellore,71.9,75.0,20.4,18.2,0.71,Clear,2,4,91.3
12860,Express,Pune,Solapur,175.4,66.2,2.8,6.7,0.451,Clear,2,0,193.7
12627,Express,Chennai,Gudur,135.7,62.7,17.9,0.0,0.165,Clear,0,3,164.4
12301,Rajdhani,DDU,Gaya,153.2,65.7,14.5,11.6,0.205,Clear,7,6,143.6
12627,Express,Chennai,Gudur,190.4,73.3,29.3,8.9,0.439,Rain,0,6,184.2
12860,Express,Wadi,Secunderabad,169.9,72.0,29.3,1.1,0.17,Clear,10,3,180.7
12301,Rajdhani,Gaya,Howrah,141.5,58.6,3.1,18.5,0.129,Rain,10,6,186.2
12627,Express,Gudur,Nellore,53.8,50.9,27.9,12.8,0.25,Clear,2,6,85.6
12259,Duronto,Gaya,DDU,220.4,74.5,-5.0,0.0,0.22,Rain,6,4,170.2
12627,Express,Warangal,Secunderabad,167.6,60.1,30.3,5.9,0.17,Clear,9,0,199.3
12860,Express,Pune,Solapur,229.7,67.4,5.6,11.7,0.457,Clear,3,2,195.0
12723,Express,Warangal,Vijayawada,164.4,50.9,15.1,18.9,0.114,Clear,1,4,220.1
12860,Express,Kalaburagi,Wadi,81.2,70.3,15.4,9.1,0.487,Clear,8,6,102.4
12627,Express,Nellore,Vijayawada,128.5,41.0,10.9,7.8,0.042,Clear,3,2,209.3
12951,Rajdhani,Ratlam,Kota,208.3,61.0,34.2,22.0,0.261,Rain,7,0,207.9
12723,Express,Kazipet,Warangal,40.0,51.4,26.9,0.0,0.304,Rain,1,4,64.9
12860,Express,Pune,Solapur,161.0,57.2,15.6,14.0,0.163,Clear,3,0,195.7
12860,Express,Wadi,Secunderabad,152.2,54.3,10.4,15.7,0.119,Clear,9,5,178.7
12627,Express,Warangal,Secunderabad,199.4,74.6,12.6,0.0,0.242,Clear,9,5,200.6
12951,Rajdhani,Kota,New Delhi,216.2,66.5,-4.1,9.3,0.25,Clear,10,1,214.1
12301,Rajdhani,Prayagraj,DDU,218.3,72.6,2.6,16.0,0.333,Heavy Rain,4,3,187.2
12259,Duronto,Dhanbad,Gaya,185.0,72.6,24.8,2.3,0.25,Clear,4,3,153.1
12259,Duronto,Asansol,Dhanbad,111.9,70.3,1.9,2.4,0.159,Clear,2,6,96.9
12627,Express,Chennai,Gudur,174.4,64.0,16.0,7.5,0.518,Clear,23,5,170.0
12627,Express,Nellore,Vijayawada,183.0,55.0,22.3,6.3,0.336,Clear,3,6,208.6
12860,Express,Wadi,Secunderabad,178.7,69.3,28.3,9.1,0.208,Clear,10,1,185.1
12723,Express,Gudur,Chennai,173.7,62.4,7.9,0.7,0.27,Clear,9,0,202.1
12951,Rajdhani,Ratlam,Kota,226.7,69.8,10.6,13.1,0.384,Rain,7,0,193.3
12259,Duronto,DDU,New Delhi,245.0,66.5,4.8,8.4,0.579,Heavy Rain,9,0,236.9
12259,Duronto,Asansol,Dhanbad,93.1,60.2,23.7,10.7,0.178,Rain,2,3,123.8
12860,Express,Wadi,Secunderabad,117.6,49.7,-5.0,18.1,0.354,Clear,9,6,179.0
12860,Express,Mumbai,Pune,222.8,63.4,11.2,19.2,0.06,Fog,0,5,208.3
12723,Express,Kazipet,Warangal,40.0,60.2,19.3,11.3,0.339,Heavy Rain,1,0,66.3
12259,Duronto,Sealdah,Asansol,161.2,70.4,28.4,0.0,0.57,Clear,23,4,160.6
12951,Rajdhani,Surat,Vadodara,127.7,74.2,23.1,11.9,0.697,Clear,2,5,146.9
12860,Express,Wadi,Secunderabad,194.1,65.1,3.7,16.4,0.24,Rain,9,4,173.5
12860,Express,Solapur,Kalaburagi,132.3,57.9,21.1,0.0,0.174,Clear,6,3,169.9
12627,Express,Gudur,Nellore,66.3,53.9,17.0,17.3,0.164,Clear,2,6,100.2
12860,Express,Kalaburagi,Wadi,88.7,64.5,34.7,11.6,0.167,Fog,9,5,97.2
12860,Express,Pune,Solapur,254.9,76.1,14.3,2.8,0.566,Clear,2,4,194.9
12627,Express,Gudur,Nellore,63.4,61.8,4.9,1.0,0.283,Clear,1,5,86.8
12627,Express,Nellore,Vijayawada,184.9,69.4,-2.9,18.3,0.153,Rain,3,3,194.0
12860,Express,Solapur,Kalaburagi,161.2,56.5,13.5,2.7,0.069,Clear,5,3,169.1
12723,Express,Hyderabad,Kazipet,131.8,55.9,5.9,9.8,0.146,Clear,23,0,146.2
12627,Express,Warangal,Secunderabad,167.0,59.0,14.4,0.0,0.287,Clear,9,3,200.4
12301,Rajdhani,Gaya,Howrah,182.0,63.5,-2.6,24.3,0.388,Rain,9,0,191.0
12301,Rajdhani,Kanpur,Prayagraj,190.8,67.1,3.5,4.7,0.191,Heavy Rain,2,1,175.0
12951,Rajdhani,Ratlam,Kota,168.5,65.5,-2.1,13.9,0.21,Clear,7,5,191.5
12860,Express,Kalaburagi,Wadi,87.6,60.9,-5.0,1.9,0.178,Clear,8,5,84.5
12860,Express,Kalaburagi,Wadi,92.6,62.4,-5.0,19.7,0.176,Clear,8,4,94.7
12723,Express,Hyderabad,Kazipet,116.6,55.1,32.7,11.4,0.091,Clear,0,1,156.9
12627,Express,Chennai,Gudur,139.0,62.7,20.9,14.7,0.288,Clear,0,2,156.0
12860,Express,Pune,Solapur,250.6,80.4,-5.0,16.2,0.283,Rain,3,6,194.5
12860,Express,Solapur,Kalaburagi,120.1,55.9,26.1,13.8,0.059,Rain,6,5,181.0
12860,Express,Mumbai,Pune,223.3,66.2,20.4,26.4,0.303,Heavy Rain,23,0,214.2
12723,Express,Warangal,Vijayawada,214.8,63.4,6.7,5.8,0.3,Heavy Rain,3,1,218.4
12627,Express,Nellore,Vijayawada,183.5,53.5,11.0,6.1,0.137,Fog,4,3,199.1
12627,Express,Vijayawada,Warangal,168.4,60.1,13.3,23.6,0.22,Clear,6,2,202.3
12951,Rajdhani,Ratlam,Kota,191.7,55.8,11.4,9.5,0.291,Clear,8,4,201.5
12301,Rajdhani,Prayagraj,DDU,190.1,73.8,1.9,6.2,0.224,Rain,4,1,166.9
12860,Express,Kalaburagi,Wadi,62.1,46.2,-5.0,7.7,0.543,Clear,9,4,105.5
12860,Express,Wadi,Secunderabad,150.2,65.4,22.0,16.1,0.22,Rain,9,2,176.1
12259,Duronto,Asansol,Dhanbad,101.5,62.2,18.3,1.7,0.162,Clear,1,1,106.2
12951,Rajdhani,Ratlam,Kota,171.5,67.1,-0.0,17.4,0.294,Clear,7,5,199.9
12259,Duronto,DDU,New Delhi,251.9,83.6,0.0,10.0,0.1,Clear,8,5,207.3
12723,Express,Hyderabad,Kazipet,128.0,69.0,15.7,11.6,0.194,Rain,0,3,147.0
12627,Express,Gudur,Nellore,66.2,61.1,5.4,4.6,0.217,Clear,2,1,73.4
12259,Duronto,Asansol,Dhanbad,79.3,48.5,9.3,1.4,0.315,Rain,3,2,125.2
12951,Rajdhani,Mumbai,Surat,225.2,68.0,1.3,2.5,0.579,Clear,0,0,198.5
12860,Express,Pune,Solapur,183.7,59.0,6.1,0.2,0.21,Fog,2,0,193.2
12259,Duronto,Sealdah,Asansol,191.1,71.5,2.3,9.0,0.064,Clear,1,5,150.9
12627,Express,Gudur,Nellore,76.8,62.2,18.1,16.2,0.361,Rain,2,6,92.8
12301,Rajdhani,Kanpur,Prayagraj,219.9,87.7,-5.0,7.1,0.317,Rain,1,0,162.6
12259,Duronto,Sealdah,Asansol,217.1,82.4,13.8,0.0,0.308,Fog,23,4,172.8
12627,Express,Nellore,Vijayawada,194.4,72.7,17.6,5.2,0.422,Clear,3,0,189.1
12627,Express,Vijayawada,Warangal,203.3,63.0,10.2,8.4,0.528,Rain,5,5,212.2
12723,Express,Gudur,Chennai,197.9,61.2,25.5,6.9,0.151,Clear,9,0,215.0
12951,Rajdhani,Surat,Vadodara,148.0,70.2,2.9,1.6,0.181,Clear,3,5,128.0
12951,Rajdhani,Surat,Vadodara,167.3,73.2,9.7,2.7,0.259,Clear,2,6,131.7
12627,Express,Vijayawada,Warangal,180.1,54.5,-0.4,17.1,0.354,Clear,5,3,194.5
12723,Express,Vijayawada,Gudur,158.3,55.8,16.5,0.0,0.372,Clear,6,5,203.7
12627,Express,Vijayawada,Warangal,163.3,61.8,2.7,6.0,0.29,Clear,6,4,191.9
12723,Express,Kazipet,Warangal,40.0,57.3,21.4,28.2,0.585,Clear,1,6,64.2
12951,Rajdhani,Vadodara,Ratlam,175.8,68.8,5.4,3.9,0.191,Clear,4,4,182.2
12259,Duronto,Gaya,DDU,156.5,53.1,-4.8,8.8,0.377,Clear,6,3,173.6
12951,Rajdhani,Kota,New Delhi,263.7,69.7,28.9,3.0,0.107,Clear,10,6,212.5
12723,Express,Warangal,Vijayawada,194.0,63.9,12.7,11.5,0.379,Clear,3,5,208.5
12259,Duronto,DDU,New Delhi,227.7,68.4,-1.9,14.0,0.441,Clear,9,3,218.9
12860,Express,Wadi,Secunderabad,143.2,57.5,10.7,8.1,0.418,Heavy Rain,9,5,191.9
12627,Express,Chennai,Gudur,154.7,66.6,21.9,1.2,0.25,Clear,23,6,155.7
12860,Express,Solapur,Kalaburagi,113.0,45.5,25.7,12.0,0.382,Heavy Rain,7,1,197.5
12301,Rajdhani,Gaya,Howrah,166.3,54.0,22.9,12.2,0.201,Clear,9,0,188.8
12951,Rajdhani,Surat,Vadodara,166.5,79.3,11.1,4.7,0.364,Clear,2,0,128.8
12951,Rajdhani,Ratlam,Kota,212.0,72.5,-5.0,7.8,0.304,Clear,7,6,190.2
12627,Express,Chennai,Gudur,114.6,54.2,-5.0,14.0,0.209,Clear,0,3,161.9
12860,Express,Mumbai,Pune,160.6,59.3,-4.1,0.0,0.136,Clear,23,4,195.8
12951,Rajdhani,Kota,New Delhi,222.7,62.1,8.4,1.8,0.242,Clear,10,0,220.9
12301,Rajdhani,Gaya,Howrah,204.4,79.3,7.4,10.5,0.34,Clear,10,1,177.8
12951,Rajdhani,Mumbai,Surat,222.5,70.0,3.9,13.5,0.317,Rain,23,1,199.8
12259,Duronto,Sealdah,Asansol,137.9,64.8,-4.3,0.4,0.396,Clear,23,3,152.0
12860,Express,Kalaburagi,Wadi,80.2,60.5,11.4,0.0,0.326,Clear,9,2,92.0
12951,Rajdhani,Vadodara,Ratlam,140.6,52.4,28.8,0.7,0.396,Clear,6,4,204.6
12723,Express,Warangal,Vijayawada,211.1,66.6,16.4,0.0,0.29,Clear,1,0,202.8
12627,Express,Chennai,Gudur,179.8,67.6,11.6,13.8,0.371,Fog,1,5,161.6
12723,Express,Hyderabad,Kazipet,154.9,75.7,25.9,0.0,0.249,Rain,23,3,151.2
12627,Express,Nellore,Vijayawada,147.1,56.5,8.8,16.1,0.197,Fog,4,3,206.4
12301,Rajdhani,DDU,Gaya,129.9,67.9,11.8,13.0,0.152,Clear,7,3,144.6
12301,Rajdhani,New Delhi,Kanpur,175.8,59.4,11.5,8.4,0.253,Clear,23,6,180.0
12259,Duronto,Sealdah,Asansol,186.7,69.5,9.7,15.7,0.486,Fog,0,0,172.5
12627,Express,Gudur,Nellore,67.1,65.4,25.7,10.1,0.067,Clear,1,3,83.8
12723,Express,Warangal,Vijayawada,222.2,72.9,-5.0,18.1,0.019,Clear,2,0,196.5
12860,Express,Solapur,Kalaburagi,189.3,72.4,-5.0,9.2,0.27,Clear,5,3,144.5
12860,Express,Solapur,Kalaburagi,150.5,68.1,21.9,5.5,0.36,Rain,6,2,161.4
12860,Express,Solapur,Kalaburagi,182.1,70.7,6.4,5.2,0.314,Clear,6,6,142.9
12301,Rajdhani,DDU,Gaya,174.6,69.5,12.2,11.6,0.178,Clear,8,0,158.7
12301,Rajdhani,New Delhi,Kanpur,175.5,67.3,17.3,8.1,0.564,Clear,0,2,170.6
12951,Rajdhani,Kota,New Delhi,225.2,67.4,5.9,21.9,0.31,Rain,10,3,217.8
12627,Express,Warangal,Secunderabad,180.7,52.9,3.5,16.3,0.275,Rain,8,5,205.7
12723,Express,Gudur,Chennai,223.4,64.5,-5.0,4.2,0.256,Clear,8,1,200.2
12951,Rajdhani,Vadodara,Ratlam,190.9,67.9,5.5,15.7,0.597,Clear,4,0,195.2
12301,Rajdhani,DDU,Gaya,175.9,81.3,4.8,23.9,0.195,Fog,8,1,158.0
12951,Rajdhani,Vadodara,Ratlam,170.3,68.8,39.5,21.3,0.552,Clear,4,0,202.6
12627,Express,Warangal,Secunderabad,210.9,64.9,14.3,2.8,0.542,Clear,9,2,185.5
12627,Express,Vijayawada,Warangal,189.5,56.7,-5.0,18.7,0.521,Fog,6,3,207.5
12723,Express,Vijayawada,Gudur,234.8,70.8,-5.0,12.0,0.525,Clear,5,0,204.8
12301,Rajdhani,Gaya,Howrah,202.9,76.9,19.5,13.0,0.173,Clear,9,2,175.4
12723,Express,Kazipet,Warangal,40.0,63.8,-5.0,11.2,0.044,Clear,1,6,40.2
12723,Express,Warangal,Vijayawada,199.5,63.7,10.8,9.1,0.179,Clear,3,3,205.7
12951,Rajdhani,Surat,Vadodara,138.5,65.9,35.4,0.0,0.273,Clear,3,6,141.0
12951,Rajdhani,Surat,Vadodara,174.5,77.9,4.4,17.8,0.194,Heavy Rain,2,1,153.7
12951,Rajdhani,Surat,Vadodara,138.7,69.8,11.7,20.8,0.377,Rain,3,2,142.2
12951,Rajdhani,Vadodara,Ratlam,166.2,63.1,15.7,6.9,0.437,Heavy Rain,4,3,198.8
12860,Express,Pune,Solapur,156.9,46.6,1.7,15.1,0.343,Clear,3,2,217.8
12301,Rajdhani,Prayagraj,DDU,179.7,74.8,7.5,4.0,0.376,Rain,5,5,183.3
12627,Express,Warangal,Secunderabad,131.1,49.7,17.4,6.9,0.259,Fog,8,1,218.0
12301,Rajdhani,DDU,Gaya,154.2,64.5,23.1,3.6,0.318,Clear,8,3,152.7
12860,Express,Pune,Solapur,176.9,63.4,7.5,0.0,0.506,Clear,2,1,193.8
12627,Express,Warangal,Secunderabad,228.4,78.9,14.4,3.3,0.349,Fog,9,6,191.3
12301,Rajdhani,Gaya,Howrah,209.6,67.0,17.8,7.2,0.401,Clear,10,5,181.8
12951,Rajdhani,Kota,New Delhi,201.7,66.4,16.9,11.2,0.167,Clear,10,3,209.9
12259,Duronto,Dhanbad,Gaya,179.6,68.8,12.0,30.6,0.255,Clear,3,2,157.6
12860,Express,Pune,Solapur,193.0,63.3,20.2,8.0,0.65,Clear,2,2,196.2
12723,Express,Hyderabad,Kazipet,125.4,57.8,15.6,16.3,0.38,Clear,0,1,152.7
12723,Express,Gudur,Chennai,175.6,53.2,10.2,21.2,0.134,Clear,9,5,212.1
12259,Duronto,Dhanbad,Gaya,153.8,64.5,-5.0,2.1,0.25,Clear,3,3,151.9
12627,Express,Nellore,Vijayawada,184.5,63.4,14.2,17.5,0.297,Clear,3,6,203.1
12723,Express,Gudur,Chennai,238.2,65.5,25.7,14.8,0.162,Heavy Rain,8,1,229.0
12860,Express,Solapur,Kalaburagi,191.2,68.1,36.0,3.2,0.057,Clear,5,3,160.8
12951,Rajdhani,Vadodara,Ratlam,211.0,72.4,-5.0,14.5,0.011,Clear,5,6,174.7
12951,Rajdhani,Mumbai,Surat,234.5,71.5,24.5,1.6,0.277,Clear,23,5,196.6
12301,Rajdhani,DDU,Gaya,168.9,77.4,24.9,18.4,0.207,Clear,7,0,149.4
12627,Express,Gudur,Nellore,73.5,63.4,3.0,18.4,0.157,Rain,2,0,74.8
12951,Rajdhani,Ratlam,Kota,239.3,71.7,22.7,16.3,0.325,Clear,8,2,191.0
12723,Express,Kazipet,Warangal,40.0,55.9,1.7,13.2,0.159,Clear,2,5,49.6
12301,Rajdhani,Prayagraj,DDU,160.0,70.5,10.6,1.3,0.447,Clear,5,2,175.7
12259,Duronto,Gaya,DDU,178.8,65.3,9.1,7.0,0.353,Clear,6,0,168.5
12301,Rajdhani,New Delhi,Kanpur,139.0,51.9,-5.0,14.8,0.671,Clear,0,4,177.5
12627,Express,Chennai,Gudur,157.3,61.1,0.3,32.5,0.272,Rain,0,3,156.6
12860,Express,Wadi,Secunderabad,145.6,55.1,12.2,1.4,0.228,Clear,9,3,176.9
12723,Express,Vijayawada,Gudur,151.9,51.8,43.5,5.5,0.135,Clear,6,2,226.4
12723,Express,Vijayawada,Gudur,197.2,67.6,12.9,10.9,0.175,Rain,5,5,210.3
12860,Express,Solapur,Kalaburagi,156.5,59.4,2.6,12.2,0.234,Clear,5,6,160.5
12627,Express,Gudur,Nellore,71.8,65.5,13.6,9.1,0.348,Clear,2,6,68.3
12723,Express,Warangal,Vijayawada,226.0,63.9,37.9,12.3,0.159,Rain,2,6,231.6
12723,Express,Hyderabad,Kazipet,111.1,46.5,13.2,22.0,0.458,Rain,0,6,170.6
12860,Express,Kalaburagi,Wadi,82.5,58.5,-5.0,10.6,0.342,Fog,8,0,99.8
12259,Duronto,Gaya,DDU,224.9,78.1,11.4,20.6,0.05,Clear,6,5,186.4
12723,Express,Gudur,Chennai,188.9,53.2,33.5,0.7,0.11,Clear,9,6,219.8
12259,Duronto,Asansol,Dhanbad,129.6,79.5,40.1,10.8,0.229,Rain,2,2,116.6
12951,Rajdhani,Surat,Vadodara,119.0,56.1,5.3,0.0,0.164,Clear,3,4,122.7
12259,Duronto,Dhanbad,Gaya,174.3,72.2,13.6,7.4,0.294,Clear,4,2,154.5
12627,Express,Vijayawada,Warangal,164.3,52.9,2.7,21.8,0.131,Clear,6,0,197.9
12723,Express,Hyderabad,Kazipet,151.3,63.6,-4.9,14.2,0.11,Rain,23,3,132.9
12723,Express,Vijayawada,Gudur,187.9,57.5,34.6,14.6,0.364,Clear,6,5,220.0
12301,Rajdhani,Gaya,Howrah,170.9,67.4,-2.3,9.0,0.271,Heavy Rain,9,6,186.8
12723,Express,Gudur,Chennai,214.2,61.3,12.2,0.0,0.064,Clear,8,2,210.0
12301,Rajdhani,DDU,Gaya,162.7,80.1,-5.0,6.4,0.228,Clear,8,2,139.6
12627,Express,Vijayawada,Warangal,195.7,63.1,-5.0,13.9,0.196,Rain,7,5,194.8
12723,Express,Warangal,Vijayawada,244.0,72.1,0.9,0.5,0.028,Clear,2,6,203.3
12259,Duronto,Sealdah,Asansol,182.4,68.0,11.5,11.4,0.261,Clear,0,5,177.1
12951,Rajdhani,Ratlam,Kota,199.6,67.9,-3.4,15.7,0.345,Clear,7,5,196.6
12860,Express,Mumbai,Pune,194.1,67.3,14.4,6.5,0.315,Clear,0,3,204.0
12860,Express,Mumbai,Pune,195.1,65.1,14.2,2.7,0.323,Heavy Rain,23,3,208.5
12259,Duronto,Gaya,DDU,193.7,80.3,-2.6,14.7,0.142,Clear,6,2,178.3
12860,Express,Wadi,Secunderabad,179.0,66.2,13.1,12.6,0.657,Clear,10,2,174.5
12259,Duronto,Asansol,Dhanbad,118.9,73.6,4.1,15.1,0.111,Clear,2,5,96.3
12301,Rajdhani,Prayagraj,DDU,231.4,85.7,32.7,6.7,0.231,Clear,5,4,168.9
12951,Rajdhani,Vadodara,Ratlam,207.1,73.3,12.4,17.6,0.508,Clear,4,6,189.4
12259,Duronto,Sealdah,Asansol,139.5,65.5,4.9,6.8,0.321,Rain,0,4,164.2
12951,Rajdhani,Ratlam,Kota,195.8,64.7,-1.5,0.1,0.512,Rain,7,3,192.0
12723,Express,Hyderabad,Kazipet,158.0,64.0,7.3,11.6,0.532,Rain,0,2,152.8
12951,Rajdhani,Surat,Vadodara,105.6,61.4,-5.0,15.4,0.114,Rain,3,5,135.9
12259,Duronto,DDU,New Delhi,231.3,75.9,-5.0,16.5,0.598,Clear,8,3,225.8
12627,Express,Chennai,Gudur,151.8,66.3,8.9,3.3,0.089,Clear,23,4,138.9
12301,Rajdhani,Prayagraj,DDU,205.6,71.3,28.7,2.3,0.167,Rain,4,4,177.7
12951,Rajdhani,Ratlam,Kota,180.2,63.8,6.6,17.6,0.165,Rain,7,2,201.8
12860,Express,Mumbai,Pune,232.8,66.9,30.6,0.0,0.203,Rain,0,0,208.5
12259,Duronto,Dhanbad,Gaya,160.0,72.8,0.6,5.4,0.079,Clear,4,2,138.1
12259,Duronto,Asansol,Dhanbad,99.8,66.3,6.8,5.0,0.042,Clear,1,3,92.7
12259,Duronto,Gaya,DDU,210.6,70.7,-1.5,31.1,0.073,Clear,6,2,171.6
12259,Duronto,Dhanbad,Gaya,182.1,79.2,5.2,0.0,0.515,Rain,4,0,159.8
12627,Express,Vijayawada,Warangal,164.8,57.4,7.2,7.1,0.064,Heavy Rain,7,0,208.6
12301,Rajdhani,Gaya,Howrah,173.7,66.9,-4.7,11.4,0.096,Fog,10,6,181.4
12627,Express,Warangal,Secunderabad,175.9,65.0,0.7,8.0,0.168,Clear,9,2,183.0
12951,Rajdhani,Ratlam,Kota,201.6,61.3,2.3,7.7,0.159,Clear,8,5,189.5
12723,Express,Kazipet,Warangal,42.7,71.4,18.8,13.4,0.228,Clear,1,0,63.7
12627,Express,Vijayawada,Warangal,168.4,55.3,7.3,6.4,0.465,Clear,7,0,203.2
12627,Express,Warangal,Secunderabad,159.2,60.5,6.6,0.7,0.111,Clear,9,0,191.6
12259,Duronto,Asansol,Dhanbad,122.4,73.1,23.0,10.9,0.148,Rain,3,4,113.0
12259,Duronto,DDU,New Delhi,252.0,72.3,-4.5,7.0,0.243,Heavy Rain,10,0,224.2
12723,Express,Kazipet,Warangal,40.0,65.1,-0.7,8.6,0.234,Rain,1,4,39.6
12951,Rajdhani,Kota,New Delhi,292.2,76.4,1.2,13.6,0.148,Clear,10,4,210.1
